url_domain,url_subdomain,url_suffix,whois_registrar,whois_server_domain,whois_server_subdomain,whois_server_org,whois_org,url_domain_ip
spike,,com,"MarkMonitor, Inc.",markmonitor,whois,com,Viacom International Inc.,3421310651
answers,,com,"Network Solutions, LLC",networksolutions,whois,com,,1511010203
catalogosdigitales,,com,PDR Ltd. d/b/a PublicDomainRegistry.com,publicdomainregistry,whois,com,,2099916234
ottawacitizen,,com,WEBNAMES.CA INC,webnames,whois,ca,Postmedia Network Inc.,152231397
wikia,scoobydoo,com,"TUCOWS, INC.",tucows,whois,com,Contact Privacy Inc. Customer 0130027609,151101192194
safeway,local,com,"Network Solutions, LLC",networksolutions,whois,com,,4560102113
ticketsinventory,,com,"GoDaddy.com, LLC",godaddy,whois,com,"Domains By Proxy, LLC",3420810123
yahoo,music,com,"MarkMonitor, Inc.",markmonitor,whois,com,Oath Inc.,98138219231
fandango,,com,"CSC CORPORATE DOMAINS, INC.",corporatedomains,whois,com,Comcast Corporation,2047499100
photographers,ericmillette,com,"GoDaddy.com, LLC",godaddy,whois,com,"Domains By Proxy, LLC",16015333135
linkedin,events,com,MarkMonitor Inc.,markmonitor,whois,com,,1081741010
spoke,,com,"Name.com, Inc.",name,whois,com,"Domain Protection Services, Inc.",32349723
ilike,,com,"MarkMonitor, Inc.",markmonitor,whois,com,MySpace LLC,6313590169
myspace,,com,"Network Solutions, LLC",networksolutions,whois,com,,631359070
nndb,,com,"Network Solutions, LLC",networksolutions,whois,com,,216218248231
lambdachi,,org,"Network Solutions, LLC",networksolutions,whois,com,Lambda Chi Alpha Fraternity International,3520969173
ancestry,freepages.genealogy.rootsweb,com,"MarkMonitor, Inc.",markmonitor,whois,com,Ancestry.com Operations Inc.,4560169132
city-data,,com,"GoDaddy.com, LLC",godaddy,whois,com,"Advameg, Inc.",16962184199
timburton,,net,"GoDaddy.com, LLC",godaddy,whois,com,"Domains By Proxy, LLC",184168131241
bbversilia,,com,DropCatch.com 659 LLC,NameBright,whois,com,,882082087
redgage,,com,1&1 IONOS SE,ionos,whois,com,RedGage LLC,2161464611
houseofnames,,com,"Network Solutions, LLC",networksolutions,whois,com,,1302112746
oldcamano,,net,"Domain.com, LLC",domain,whois,com,REDACTED FOR PRIVACY,116202209138
smugmug,familyimages,com,"MarkMonitor, Inc.",markmonitor,whois,com,"SmugMug, Inc.",5220011732
yahoo,answers,com,"MarkMonitor, Inc.",markmonitor,whois,com,Oath Inc.,98138219231
tunein,,com,"Amazon Registrar, Inc.",amazon,whois.registrar,com,Whois Privacy Service,1041757239
riverdalecity,,com,"Network Solutions, LLC",networksolutions,whois,com,,1667019861
tumblr,stevetilley,com,"MarkMonitor, Inc.",markmonitor,whois,com,"Automattic, Inc.",7411415421
youtube,,com,"MarkMonitor, Inc.",markmonitor,whois,com,Google LLC,6423317791
encyclopedia,,com,"GoDaddy.com, LLC",godaddy,whois,com,"Domains By Proxy, LLC",10426813
verticalreference,helicopterforum,com,"DOMAINPEOPLE, INC.",DOMAINPEOPLE,WHOIS,COM,REDACTED FOR PRIVACY,521621072
isearch,,com,"CSC CORPORATE DOMAINS, INC.",corporatedomains,whois,com,"PeopleConnect, Inc.",1651601520
imdb,,com,"MarkMonitor, Inc.",markmonitor,whois,com,"IMDb.com, Inc.",5294228167
wikipedia,en,org,MarkMonitor Inc.,markmonitor,whois,com,"Wikimedia Foundation, Inc.",20880154224
kb32,,com,"Alibaba Cloud Computing (Beijing) Co., Ltd.",hichina,grs-whois,com,,47529792
canada,,com,WEBNAMES.CA INC,webnames,whois,ca,Postmedia Network Inc.,1997140135
playwrightscanada,,com,"Network Solutions, LLC",networksolutions,whois,com,,178128236230
shopping,,com,"MarkMonitor, Inc.",markmonitor,whois,com,eBay Marketplaces GmbH,216113180220
vitals,,com,"GoDaddy.com, LLC",godaddy,whois,com,WebMD,1041721198
africanamericanculture,,org,DropCatch.com 794 LLC,namebright,whois,com,,1922115290
duckduckgo,,com,NAMECHEAP INC,namecheap,whois,com,"WhoisGuard, Inc.",18472104138
whitecapsfc,,com,"CSC CORPORATE DOMAINS, INC.",corporatedomains,whois,com,"Major League Soccer, L.L.C.",15110119410
ontheissues,,org,"Amazon Registrar, Inc.",amazon,whois.registrar,com,Whois Privacy Service,104281187
youtube,,com,"MarkMonitor, Inc.",markmonitor,whois,com,Google LLC,6423317791
yourbittorrent,,com,TLD Registrar Solutions Ltd.,tldregistrarsolutions,whois,com,Whois Privacy Corp.,1043185208
youtube,,com,MarkMonitor Inc.,markmonitor,whois,com,,6423317791
libertyfund,oll,org,"Network Solutions, LLC",networksolutions,whois,com,,16522170171
demonssouls,forums,info,PDR Ltd. d/b/a PublicDomainRegistry.com,publicdomainregistry,whois,com,"Privacy Protect, LLC (PrivacyProtect.org)",17324818715
facebook,,com,"RegistrarSafe, LLC",registrarsafe,whois,com,"Facebook, Inc.",31136735
wikia,disneychannel,com,"TUCOWS, INC.",tucows,whois,com,Contact Privacy Inc. Customer 0130027609,151101192194
facebook,,com,"RegistrarSafe, LLC",registrarsafe,whois,com,"Facebook, Inc.",31136735
tv,,com,"MarkMonitor, Inc.",markmonitor,whois,com,CBS Interactive Inc.,232389103
elyricsworld,,com,MainReg Inc.,mainreg,whois,com,Vselennaya Multimedia,1043193202
mediastorehouse,,com,Easyspace Ltd.,easyspace,whois,com,REDACTED FOR PRIVACY,351760241
yahoo,local,com,"MarkMonitor, Inc.",markmonitor,whois,com,Oath Inc.,98138219231
linkedin,,com,MarkMonitor Inc.,markmonitor,whois,com,,1081741010
campsiestudio,,com,Netregistry Pty Ltd,netregistry,whois,com.au,Campsie Musculoskeletal Studio,1321171186
blogspot,baseball1976,com,"MarkMonitor, Inc.",markmonitor,whois,com,Google LLC,74125196191
tripod,members,com,"CSC CORPORATE DOMAINS, INC.",corporatedomains,whois,com,"Lycos, Inc",20920225255
tvparty,,com,"DOMAINPEOPLE, INC.",DOMAINPEOPLE,WHOIS,COM,REDACTED FOR PRIVACY,647133155
allmovia,,com,"Regional Network Information Center, JSC dba RU-CENTER",nic,whois,ru,Nikolaj P Nenashev,198211126178
facebook,,com,"RegistrarSafe, LLC",registrarsafe,whois,com,"Facebook, Inc.",31136735
tunein,,com,"Amazon Registrar, Inc.",amazon,whois.registrar,com,Whois Privacy Service,1041758239
top10bollywood,,com,"GoDaddy.com, LLC",godaddy,whois,com,"Domains By Proxy, LLC",506320259
sheloctabeeroutlet,,com,"GoDaddy.com, LLC",godaddy,whois,com,Shelocta Beer Outlet,23229238201
wikipedia,en,org,"MarkMonitor, Inc.",markmonitor,whois,com,"Wikimedia Foundation, Inc.",20880154224
in,connect,com,PDR Ltd. d/b/a PublicDomainRegistry.com,publicdomainregistry,whois,com,Network18 Media and Investments Ltd.,12415364161
ehow,,com,"ENOM, INC.",ENOM,WHOIS,COM,REDACTED FOR PRIVACY,1049324233
safarigorilla,,com,LIQUIDNET Ltd.,liquidnetlimited,whois,co.uk,REDACTED FOR PRIVACY,162244254216
wordreference,,com,NAMECHEAP INC,namecheap,whois,com,"WhoisGuard, Inc.",2311117190
absoluteastronomy,,com,"Domain.com, LLC",domain,whois,com,REDACTED FOR PRIVACY,21655179243
wikipedia,en,org,"MarkMonitor, Inc.",markmonitor,whois,com,"Wikimedia Foundation, Inc.",20880154224
whalershockey,,com,"Register.com, Inc.",register,whois,com,,65182100162
wenderogers,,com,"GoDaddy.com, LLC",godaddy,whois,com,Mountain Lion Distributing,192185871
go,espn,com,"CSC CORPORATE DOMAINS, INC.",corporatedomains,whois,com,"Disney Enterprises, Inc.",2323660174
blacktable,,com,DREAMHOST,DREAMHOST,WHOIS,COM,Proxy Protection LLC,64904895
amazon,,com,"MarkMonitor, Inc.",markmonitor,whois,com,"Amazon Technologies, Inc.",1763298166
wtlw,,com,"GoDaddy.com, LLC",godaddy,whois,com,WTLW-TV,3221236175
zdom,,com,THE NAME IT CORPORATION DBA NAMESERVICES.NET,aitdomains,whois,com,,66113242233
jackstackbbq,,com,"GoDaddy.com, LLC",godaddy,whois,com,JaDel Inc,162248104127
evri,,com,"Epik, Inc.",epik,whois,com,"Anonymize, Inc.",4588202115
veromi,,com,"GoDaddy.com, LLC",godaddy,whois,com,"Domains By Proxy, LLC",10424123196
thejudyroom,,com,"TUCOWS, INC.",tucows,whois,com,Contact Privacy Inc. Customer 016583951,2044419224
sweettalk,,co,"GoDaddy.com, LLC",godaddy,whois,com,"Domains By Proxy, LLC",18416822147
thewhitonline,,com,"Domain.com, LLC",domain,whois,com,Domain Privacy Service FBO Registrant.,69163236109
google,knol,com,"MarkMonitor, Inc.",markmonitor,whois,com,Google LLC,7412521138
blogspot,mdxpro,com,MarkMonitor Inc.,markmonitor,whois,com,,74125196191
spoke,,com,"Name.com, Inc.",name,whois,com,"Domain Protection Services, Inc.",3420358111
stm,,info,"GoDaddy.com, LLC",godaddy,whois,com,"Domains By Proxy, LLC",20725312240
wikipedia,en,org,"MarkMonitor, Inc.",markmonitor,whois,com,"Wikimedia Foundation, Inc.",20880154224
jeancoutu,,com,Rebel.ca,Rebel,whois,ca,Jean Coutu,20410115459
usatoday,content,com,MarkMonitor Inc.,markmonitor,whois,com,,15954242176
ultraviewdirectory,,com,"GoDaddy.com, LLC",godaddy,whois,com,"Domains By Proxy, LLC",1408262233
lizanderin,,com,"Deluxe Small Business Sales, Inc. d/b/a Aplus.net",names4ever,whois,com,Smith Street Design,6429151209
flightlevel350,,com,"GoDaddy.com, LLC",godaddy,whois,com,"Domains By Proxy, LLC",174138175242
arkivmusic,,com,"Network Solutions, LLC",networksolutions,whois,com,,723288138
fundinguniverse,,com,"GoDaddy.com, LLC",godaddy,whois,com,,505618398
youtube,,com,"MarkMonitor, Inc.",markmonitor,whois,com,Google LLC,64233185190
mylife,,com,"Network Solutions, LLC",networksolutions,whois,com,,21652223150
pipl,,com,"GoDaddy.com, LLC",godaddy,whois,com,Pipl,19223066205
usatoday,,com,"MarkMonitor, Inc.",markmonitor,whois,com,"Gannett Satellite Information Network, Inc.",15954242176
pipersoperahouse,,net,"ENOM, INC.",ENOM,WHOIS,COM,REDACTED FOR PRIVACY,98124199102
reference,dictionary,com,"MarkMonitor, Inc.",markmonitor,whois,com,"IAC Publishing, LLC",1511016114
christendom-awake,,org,1&1 IONOS SE,ionos,whois,com,1&1 Internet Limited,2171600192
filmaffinity,,com,"Arsys Internet, S.L. dba NICLINE.COM",nicline,whois,com,,829813722
giddyupponies,,com,"GoDaddy.com, LLC",godaddy,whois,com,Giddy Up Ponies,16662110232
accountis,dhl-ar,net,"New Frontier, Inc.",newfrontier,whois,domains,"Domain Protection Services, Inc.",217919698
babynamefacts,,com,NameSecure L.L.C.,web,whois,com,,17210675254
youtube,,com,"MarkMonitor, Inc.",markmonitor,whois,com,Google LLC,64233185190
scsolutions,,com,"GoDaddy.com, LLC",godaddy,whois,com,"Domains By Proxy, LLC",66206162116
openlibrary,,org,"easyDNS Technologies, Inc.",easydns,whois,com,Internet Archive,207241232201
profilecanada,,com,"Network Solutions, LLC",networksolutions,whois,com,,3869137152
mosingers,,com,"GoDaddy.com, LLC",godaddy,whois,com,The Michael O'Neal Singers,3523110087
go,espn,com,"CSC CORPORATE DOMAINS, INC.",corporatedomains,whois,com,"Disney Enterprises, Inc.",2323660174
gazettenet,,com,"GoDaddy.com, LLC",godaddy,whois,com,"Newspapers of New England, Inc.",527089118
decidio,,com,"BRANDON GRAY INTERNET SERVICES, INC. DBA NAMEJUICE.COM",namejuice,whois,com,Private Registration,21613106119
smithsonianmag,,com,"DNC Holdings, Inc",directnic,whois,com,"Savvy Investments, LLC Privacy ID# 14365438",3422555213
thebostonchannel,,com,"CSC CORPORATE DOMAINS, INC.",corporatedomains,whois,com,Hearst Television Inc.,2047499100
citysearch,kansascity,com,"CSC CORPORATE DOMAINS, INC.",corporatedomains,whois,com,CityGrid Media,522174199
blogspot,beingaslackerdoesnotmakeualoser,com,"MarkMonitor, Inc.",markmonitor,whois,com,Google LLC,74125196191
ancestry,freepages.genealogy.rootsweb,com,"MarkMonitor, Inc.",markmonitor,whois,com,Ancestry.com Operations Inc.,4560149132
tunein,,com,"Amazon Registrar, Inc.",amazon,whois.registrar,com,Whois Privacy Service,1041758239
genealogy,familytreemaker,com,"MarkMonitor, Inc.",markmonitor,whois,com,Ancestry.com Operations Inc.,4560108104
pipl,,com,"GoDaddy.com, LLC",godaddy,whois,com,Pipl,19223066205
imdb,,com,"MarkMonitor, Inc.",markmonitor,whois,com,"IMDb.com, Inc.",5294228167
midwestdemocracyproject,,org,"Network Solutions, LLC",networksolutions,whois,com,"McClatchy Management Services, INC",50575590
stephensimmer,,com,"GoDaddy.com, LLC",godaddy,whois,com,Stephen Simmer,1732012431
flickr,,com,"MarkMonitor, Inc.",markmonitor,whois,com,"SmugMug, Inc.",1332115218
mcomtraining,,com,"Epik, Inc.",epik,whois,com,"Anonymize, Inc.",103224182250
peacemoneybeach,,com,NAMECHEAP INC,namecheap,whois,com,,20810026245
spokeo,,com,"ENOM, INC.",ENOM,WHOIS,COM,REDACTED FOR PRIVACY,132264570
wordpress,ladyshoffner,com,"MarkMonitor, Inc.",markmonitor,whois,com,"Automattic, Inc.",1920789
nba,,com,"CSC CORPORATE DOMAINS, INC.",corporatedomains,whois,com,"NBA Media Ventures, LLC",1819154162
melissahart,,net,"GoDaddy.com, LLC",godaddy,whois,com,Center for Stable Change,104236229176
metrolyrics,,com,"MarkMonitor, Inc.",markmonitor,whois,com,"CBS Lyrics, Inc.",6430224180
prince,,org,GANDI SAS,gandi,whois,net,Tog Dog Enterprises,17313130193
steelnavy,,com,"Network Solutions, LLC",networksolutions,whois,com,,6719519776
azcentral,,com,"MarkMonitor, Inc.",markmonitor,whois,com,"Phoenix Newspapers, Inc.",2099749204
tarhobana,,com,Onlinenic Inc,onlinenic,whois,com,taJan System Co.,20919046250
absoluteastronomy,,com,"Domain.com, LLC",domain,whois,com,,21655179243
naughtysirens,,com,"NameSilo, LLC",namesilo,whois,com,See PrivacyGuardian.org,9919216643
redfin,,com,"GoDaddy.com, LLC",godaddy,whois,com,Redfin Inc.,216211130168
mylife,,com,"Network Solutions, LLC",networksolutions,whois,com,,21652223150
sfgate,articles,com,"CSC CORPORATE DOMAINS, INC.",corporatedomains,whois,com,"Hearst Communications, Inc.",9812922859
warnerelectric,,com,"Network Solutions, LLC",networksolutions,whois,com,,5223715712
melting,,net,UNIREGISTRAR CORP,uniregistrar,whois,net,NAMEFIND CAYMAN ISLANDS LTD.,69172201153
msn,movies,com,"MarkMonitor, Inc.",markmonitor,whois,com,Microsoft Corporation,13822861
mortgageloanpros,,com,Moniker Online Services LLC,moniker,whois,com,Moniker Privacy Services,9521616160
blogspot,southafricanforever,com,"MarkMonitor, Inc.",markmonitor,whois,com,Google LLC,64233185191
findcountyrecords,,com,"GoDaddy.com, LLC",godaddy,whois,com,UAB EGRIJA,10427187139
aidstruth,,org,"TUCOWS, INC.",tucows,whois,com,Contact Privacy Inc. Customer 0130565552,136244103190
genealogy,familytreemaker,com,"MarkMonitor, Inc.",markmonitor,whois,com,Ancestry.com Operations Inc.,4560108104
wikia,tardis,com,"TUCOWS, INC.",tucows,whois,com,Contact Privacy Inc. Customer 0130027609,151101192194
klikideas,,com,"GoDaddy.com, LLC",godaddy,whois,com,,132148511
angellanguageacademy,,com,Aegean Domains LLC,web,whois,com,,204115648
wikipedia,en,org,"MarkMonitor, Inc.",markmonitor,whois,com,"Wikimedia Foundation, Inc.",20880154224
electricfireplacedesigns,outdoorfireplacespictures,com,"Network Solutions, LLC",networksolutions,whois,com,,2089119727
ywcavan,,org,"Network Solutions, LLC",networksolutions,whois,com,YWCA of Vancouver,2041871334
myspace,,com,"Network Solutions, LLC",networksolutions,whois,com,,631359070
kesslerfarms,,com,"GoDaddy.com, LLC",godaddy,whois,com,Villages at Kessler Farm,198712323
questia,,com,"PSI-USA, Inc. dba Domain Robot",psi-usa,whois,info,Cengage Learning,693220813
cobrasoftonline,,com,"Domain.com, LLC",domain,whois,com,REDACTED FOR PRIVACY,698931244
mayorsmanor,,com,1&1 IONOS SE,ionos,whois,com,1&1 Internet Inc,35209244245
fantasyliterature,,com,"GoDaddy.com, LLC",godaddy,whois,com,,104283074
bleacherreport,,com,Moniker Online Services LLC,moniker,whois,com,REDACTED FOR PRIVACY,151101655
ask,uk,com,"MarkMonitor, Inc.",markmonitor,whois,com,Ask.com,1511016114
rsfree-download,,com,XINNET TECHNOLOGY CORPORATION,paycenter,whois,com.cn,REDACTED FOR PRIVACY,9211980169
wikia,boston-celtics,com,"TUCOWS, INC.",tucows,whois,com,Contact Privacy Inc. Customer 0130027609,151101192194
artsconsortium,,org,"GoDaddy.com, LLC",godaddy,whois,com,"Domains By Proxy, LLC",208109175180
travicoperu,,com,"GoDaddy.com, LLC",godaddy,whois,com,,1071804715
jigsaw,,com,"MarkMonitor, Inc.",markmonitor,whois,com,"Salesforce.com, Inc.",1992551995
comfibook,,com,"GoDaddy.com, LLC",godaddy,whois,com,"Domains By Proxy, LLC",6928242132
trails,,com,"Amazon Registrar, Inc.",amazon,whois.registrar,com,Whois Privacy Service,525342200
eventful,,com,"GoDaddy.com, LLC",godaddy,whois,com,"Eventful, Inc.",1511016649
youtube,,com,"MarkMonitor, Inc.",markmonitor,whois,com,Google LLC,74125138136
blueoaksarts,,net,"ENOM, INC.",ENOM,WHOIS,COM,REDACTED FOR PRIVACY,19218519791
blogspot,joegallphotography,com,"MarkMonitor, Inc.",markmonitor,whois,com,Google LLC,64233185191
funtrivia,,com,"Network Solutions, LLC",networksolutions,whois,com,,169615050
faqs,,org,"Network Solutions, LLC",networksolutions,whois,com,"Advameg, Inc.",19923116468
linkedin,ca,com,"MarkMonitor, Inc.",markmonitor,whois,com,LinkedIn Corporation,1081741010
archive,,org,"easyDNS Technologies, Inc.",easydns,whois,com,Internet Archive,2072412242
insidehoops,,com,"Network Solutions, LLC",networksolutions,whois,com,,207244125227
zimbio,,com,Google LLC,google,whois,com,Contact Privacy Inc. Customer 1242283824,151101130217
mapquest,,com,"ENOM, INC.",ENOM,WHOIS,COM,REDACTED FOR PRIVACY,321814697
last,,fm,"MarkMonitor, Inc.",markmonitor,whois,com,Last.fm Ltd.,6430224246
notpopular,,com,"GoDaddy.com, LLC",godaddy,whois,com,notPopular LLC,19223219434
answers,wiki,com,"Network Solutions, LLC",networksolutions,whois,com,,1511010203
goal,,com,Safenames Ltd,safenames,whois,net,,1854223889
tmlfever,,com,"TUCOWS, INC.",tucows,whois,com,REDACTED FOR PRIVACY,216404717
fabtintoys,,com,Key-Systems GmbH,rrpproxy,whois,net,REDACTED FOR PRIVACY,18594230135
progarchives,,com,"GoDaddy.com, LLC",godaddy,whois,com,9257-0308 Quebec Inc.,1042516861
blogspot,somali23,com,"MarkMonitor, Inc.",markmonitor,whois,com,Google LLC,64233185191
metrolyrics,,com,MarkMonitor Inc.,markmonitor,whois,com,,6430224180
darklyrics,,com,"GoDaddy.com, LLC",godaddy,whois,com,"Domains By Proxy, LLC",9475221140
carlkingdom,,com,"DNC Holdings, Inc",directnic,whois,com,"Savvy Investments, LLC Privacy ID# 13814629",107154162193
ladychapbasketballcamp,,com,GANDI SAS,gandi,whois,net,"Camp Marketing Services, LLC",133511867
bountifulnewlifecogic,,com,"GoDaddy.com, LLC",godaddy,whois,com,"Domains By Proxy, LLC",18416822132
soapcentral,,com,"Network Solutions, LLC",networksolutions,whois,com,,15110164204
flickr,,com,"MarkMonitor, Inc.",markmonitor,whois,com,"SmugMug, Inc.",133510919
sjclandbank,,org,"TUCOWS, INC.",tucows,whois,com,"['Data Protected', 'REDACTED FOR PRIVACY']",64119027
luxury-domains,,com,Moniker Online Services LLC,moniker,whois,com,Moniker Privacy Services,15416115102
wordiq,,com,"GoDaddy.com, LLC",godaddy,whois,com,"MH Sub I, LLC",184168131241
claycoelections,,com,"GoDaddy.com, LLC",godaddy,whois,com,clay county election board,715109231
grandstandsports,,com,"Network Solutions, LLC",networksolutions,whois,com,,690166242
mylife,,com,"Network Solutions, LLC",networksolutions,whois,com,,21652223150
roadrunnerrecords,,com,"CSC CORPORATE DOMAINS, INC.",corporatedomains,whois,com,Warner Music Inc.,546818272
stteresasacademy,,org,"Network Solutions, LLC",networksolutions,whois,com,ST. TERESA'S ACADEMY,455675199
yellowknifegolf,,com,"Name.com, Inc.",name,whois,com,"Domain Protection Services, Inc.",104193172162
youtube,,com,"MarkMonitor, Inc.",markmonitor,whois,com,Google LLC,74125138136
maplevalleyarts,,com,"GoDaddy.com, LLC",godaddy,whois,com,Maple Valley Creative Arts Council,2086617171
thinkexist,,com,"Network Solutions, LLC",networksolutions,whois,com,,7035194118
zacheven-esh,,com,"GoDaddy.com, LLC",godaddy,whois,com,,6462251148
eliteprospects,,com,"Ascio Technologies, Inc",ascio,whois,com,Not Disclosed,9986230104
destroyersonline,,com,NAMECHEAP INC,namecheap,whois,com,"WhoisGuard, Inc.",103879233
ldquarterbackclub,,org,"ENOM, INC.",ENOM,WHOIS,COM,"['Lake Dallas Quarterback Club', 'REDACTED FOR PRIVACY']",104183353
amazon,,com,"MarkMonitor, Inc.",markmonitor,whois,com,"Amazon Technologies, Inc.",205251242103
trulia,,com,"GoDaddy.com, LLC",godaddy,whois,com,"Trulia, Inc.",132264532
answers,,com,"Network Solutions, LLC",networksolutions,whois,com,,1511010203
itsoccernet,,com,"GMO INTERNET, INC.",discount-domain,whois,com,Whois Privacy Protection Service by onamae.com,492124895
about,boxing,com,"MarkMonitor, Inc.",markmonitor,whois,com,"About, Inc.",151101130114
answers,wiki,com,"Network Solutions, LLC",networksolutions,whois,com,,1511010203
tradeholding,gulfbusiness,com,"ENOM, INC.",ENOM,WHOIS,COM,REDACTED FOR PRIVACY,3812143116
